Item_Identifier,Item_Outlet_Sales,Outlet_Identifier
FDC37,3208.3154817412383,OUT027
FDZ14,1759.3628553683425,OUT018
DRG49,3880.4720445096345,OUT049
NCG06,3875.837440520006,OUT045
DRC36,2697.4303484146435,OUT045
FDV21,89.20329367236559,OUT019
FDB53,2335.2836003628104,OUT046
DRP47,1969.3600466199543,OUT019
FDA14,2346.312311893471,OUT013
DRC24,2559.436840774869,OUT035
FDW21,1431.1415252561833,OUT018
NCH29,1574.1901419858748,OUT046
FDU58,3038.849954510206,OUT013
FDY27,2888.5866735281925,OUT017
FDV56,1978.6353753250964,OUT035
FDT59,3588.219044516927,OUT046
FDB23,3557.5198981563985,OUT046
FDR49,760.3217983798726,OUT045
FDB03,1879.1002918477934,OUT010
FDN39,2601.008116477855,OUT045
FDX02,4893.539499114104,OUT027
FDQ16,3196.5764802810177,OUT027
FDU35,1349.3325726460891,OUT018
NCT29,1985.4074128544582,OUT013
FDZ27,871.1855531616677,OUT046
FDN57,2352.0259350435467,OUT017
FDA03,2095.9434563670675,OUT018
FDZ36,2892.9101455455684,OUT045
NCU05,1378.5344023376736,OUT013
FDT39,2199.4632583522503,OUT018
FDK60,1722.709942973235,OUT017
FDZ25,2809.5987327632397,OUT017
FDG12,1996.2641667968053,OUT046
DRB01,1083.3357803119584,OUT019
NCC43,5257.561572088322,OUT027
FDX13,1979.8573545982833,OUT019
FDM22,1099.9470861104874,OUT049
FDJ03,2354.4228412884268,OUT027
FDU14,3604.6800005478626,OUT018
FDB33,672.5769401362749,OUT010
FDP27,2975.193406761579,OUT046
FDO38,-582.7923496414348,OUT010
FDE28,5039.5635892100145,OUT027
FDO27,1728.284729851359,OUT035
DRL23,3168.950989414746,OUT027
FDS28,1027.068348708508,OUT046
FDX24,1576.8218839850063,OUT013
FDZ02,1784.0734724042356,OUT035
FDL46,1839.2554744810395,OUT045
FDS60,4250.409336238303,OUT027
NCO06,717.6465905641746,OUT017
FDO16,1575.6042405473015,OUT035
FDC60,1593.7200437221397,OUT049
FDA48,3143.385870077209,OUT018
FDZ36,4385.028482398675,OUT027
FDK27,1908.4289842610217,OUT045
FDW23,471.6325537035449,OUT018
FDM14,1541.182350809011,OUT018
FDM14,1815.3528147796874,OUT013
FDW60,2582.1162522474706,OUT018
FDE21,1937.8367449367738,OUT013
NCM42,1909.629563140407,OUT035
FDY59,-325.27664244780846,OUT010
DRI49,1411.6164616201534,OUT049
FDT28,537.2071923218482,OUT019
FDQ22,492.45161044732356,OUT018
FDR60,1379.3844046079018,OUT049
FDC50,-340.2531082544438,OUT019
FDV24,2420.1696343514545,OUT013
DRF48,1114.8936484944325,OUT010
FDQ47,720.7024107545562,OUT046
DRN36,1683.4037250766805,OUT049
NCY06,2186.5456966803404,OUT035
FDE52,1667.710034861252,OUT035
NCB54,1960.2734232898474,OUT045
NCF31,2544.246719333176,OUT035
FDJ08,4390.76265434792,OUT027
NCC07,1827.1444492907694,OUT017
NCD19,2337.084931130396,OUT027
FDL46,2028.756404633575,OUT049
FDM20,3747.4870288986044,OUT045
NCI06,943.0398761002472,OUT010
DRM11,4122.36453301765,OUT035
NCH07,2216.56153760565,OUT018
FDS23,2100.7278006301894,OUT013
FDO49,669.6110700121147,OUT018
FDS35,1217.2217140612674,OUT049
DRK39,1285.9726813735915,OUT045
DRI39,1099.978006582693,OUT049
FDV04,2624.863110966567,OUT017
NCN14,2975.4833906593076,OUT035
FDH08,3643.516715415979,OUT013
FDS20,2869.6655231483455,OUT046
FDV40,1379.9784542136126,OUT049
FDZ48,-86.89226142344057,OUT010
FDS24,2932.014853212055,OUT027
FDK44,2828.497943221719,OUT049
FDS48,2339.1628031702326,OUT045
FDK26,1102.71344936989,OUT010
FDD23,2937.071559052721,OUT045
NCH54,2634.2183373391263,OUT017
NCP14,-188.76888283441224,OUT010
FDM60,-1102.8992058263468,OUT010
FDV24,2476.404942163207,OUT017
FDH08,3307.193971473381,OUT018
FDS12,3456.9008641950727,OUT027
FDR39,4257.419862283463,OUT027
FDP12,2172.111692841846,OUT027
DRF60,5054.840035189798,OUT027
FDC09,1883.5086627079038,OUT035
FDF50,2792.6310969882384,OUT018
FDG28,3949.8115523137803,OUT035
NCE19,1057.1553589040082,OUT017
NCM53,-135.3811978541786,OUT010
NCN18,1869.1723657928885,OUT049
FDF32,3238.10011420248,OUT035
FDF11,3794.367550112072,OUT013
DRI59,3568.41431663682,OUT049
NCG54,2780.9423983464103,OUT035
FDM44,1678.2034344736815,OUT046
FDT57,3413.214260619041,OUT018
FDV24,2369.6357117290468,OUT046
FDI50,1710.7204506835267,OUT019
FDS09,1104.35274976031,OUT035
NCC31,3861.486834988572,OUT027
FDQ07,1570.3560600779117,OUT019
FDC22,3127.281606461261,OUT017
FDZ56,2686.513497782122,OUT046
FDZ40,-886.7626110244155,OUT019
FDS46,3392.0789039431975,OUT027
DRD24,2178.022593193439,OUT045
FDV45,3076.110717187324,OUT017
FDL26,2402.3300001392604,OUT045
FDA56,1738.91109467499,OUT018
FDN27,1901.2545117692025,OUT046
FDM20,3893.6092714590486,OUT049
FDO16,1507.2173898711967,OUT017
FDL03,3249.5457282308566,OUT035
FDE58,1865.6219302935813,OUT046
FDI02,3275.7956275253114,OUT027
NCC55,-1192.377000544574,OUT019
FDR03,2987.9011520547056,OUT018
FDB14,1662.1679460339792,OUT017
FDR45,3772.5792602048546,OUT013
NCN07,2178.643760182832,OUT017
FDM51,-145.5376841060576,OUT019
FDT52,5264.676501721282,OUT027
FDL26,2437.1437828470116,OUT046
NCZ42,3677.868967036172,OUT046
DRI47,456.8521841976956,OUT019
FDW40,2322.4472749602073,OUT013
FDN34,2710.53607794842,OUT046
FDS01,2961.6490133131806,OUT035
NCG55,1786.905871579134,OUT045
FDC11,1578.8896400684441,OUT035
FDX35,3287.5528220412098,OUT018
NCB06,2504.7436220358877,OUT046
FDR09,2147.0068762252217,OUT019
FDC53,1723.1701314393008,OUT017
FDY45,3990.4304464530283,OUT013
FDA22,754.8653210773699,OUT010
FDE02,1702.443749619093,OUT035
FDW21,1637.8254474510584,OUT045
FDV34,1307.5016795396907,OUT046
FDS59,1937.410753808057,OUT049
NCW17,2147.712294950034,OUT017
NCK54,1804.497160562203,OUT046
FDG17,1966.895547125671,OUT019
FDG35,2883.718190013424,OUT017
FDD08,-1134.5765725347408,OUT010
NCO07,3381.1193548026727,OUT017
FDJ10,409.07438167931934,OUT010
FDW36,1811.79120107832,OUT017
FDW21,-104.4617286760041,OUT010
FDY19,2023.8981623947707,OUT017
DRE03,889.322324308639,OUT013
NCC55,786.1303113732838,OUT049
FDH52,-728.136980609195,OUT010
FDO09,4203.267619634897,OUT017
FDU43,3686.948731205223,OUT045
FDX09,883.5188100450099,OUT010
FDH40,-431.88709691309873,OUT019
FDW58,1823.7420261733253,OUT017
FDC47,3624.1058505220494,OUT017
NCR41,1674.3492540532332,OUT035
DRG49,3913.447603866283,OUT035
FDC52,3894.603804957204,OUT027
FDY13,1276.96891887028,OUT046
FDY35,915.8285060569294,OUT013
FDI35,2960.636834925971,OUT017
NCU18,2342.6309631222534,OUT049
FDY33,2273.2012978670027,OUT018
FDC15,3895.3123898934887,OUT027
FDU01,3082.509728156461,OUT049
NCU42,2650.1568886481637,OUT046
NCV29,2512.732021311836,OUT018
NCY30,2959.9824709975337,OUT017
FDQ46,1913.0945804426635,OUT049
FDG58,3895.060673733046,OUT027
FDK33,3446.548753172125,OUT017
NCD07,1756.6520651494611,OUT045
NCX29,3699.2616499273863,OUT027
NCT42,2382.2837082161286,OUT013
DRN59,948.0167681826227,OUT035
FDI44,1465.3501433905137,OUT035
FDA45,2867.56636936089,OUT049
FDP31,1088.4448376179598,OUT045
FDY01,1874.2015536922422,OUT046
FDT09,1921.912497617522,OUT018
DRH03,2974.0502070127973,OUT027
FDA36,2682.4973303911775,OUT018
NCF31,2514.30899675503,OUT017
FDG14,2548.1904585180655,OUT049
FDG28,5255.859874286132,OUT027
FDU14,3974.3028500454,OUT049
FDY47,277.6410696736925,OUT019
FDI56,1604.595356726381,OUT049
DRD01,1058.2901272256613,OUT013
FDM22,1015.6800257938478,OUT046
FDH33,806.1190529789476,OUT013
DRZ24,1906.8063733416097,OUT013
NCQ38,1707.0368517346753,OUT046
FDO16,2848.951686969093,OUT027
FDU07,3804.067224551219,OUT027
NCB07,3053.215632751303,OUT013
FDU48,2070.6775038584856,OUT045
NCM43,2539.136910731934,OUT045
FDR31,477.44426877699755,OUT010
DRK49,485.8640965023892,OUT018
NCI30,1891.2851961255487,OUT010
DRD60,2935.4735144551128,OUT017
NCG19,3591.5948980924018,OUT046
FDH12,1864.062120350832,OUT035
FDM32,1664.4357517254234,OUT035
FDM27,2628.2187787986018,OUT035
NCU53,4016.9563628576097,OUT027
NCQ18,1583.4188645225067,OUT046
FDS10,2857.0583962721125,OUT013
FDB33,3943.71205963453,OUT027
FDI12,1500.6283829248785,OUT013
NCW42,3454.653936541191,OUT013
NCC06,1793.7615499003152,OUT018
FDW02,2170.502748485485,OUT017
NCD43,1793.7506507598991,OUT017
FDM57,1168.9960201417914,OUT018
FDA58,3746.909297591485,OUT017
FDK56,2868.8594684072345,OUT046
FDP52,3566.3611914910994,OUT045
FDW20,1741.1552858084322,OUT018
FDS52,1776.7492541255115,OUT049
NCT29,1649.0057833972276,OUT018
NCL54,2751.1907865371472,OUT013
FDC05,3073.9849426773444,OUT045
FDF34,3278.409530159695,OUT035
FDP03,3472.943069169906,OUT027
FDD32,-434.45057683997493,OUT010
FDZ10,1993.9399995433128,OUT045
FDZ40,1122.3963525441527,OUT035
FDD51,516.6908408515691,OUT018
NCY30,946.5225128342408,OUT019
FDP58,3467.8473464158487,OUT017
FDV49,4193.470258837235,OUT017
FDY24,-941.3729488748825,OUT019
NCO55,1823.9188677395132,OUT017
FDR13,2050.3628466866157,OUT017
FDS51,1189.7139975779799,OUT017
FDP26,1615.8048418602489,OUT045
NCB54,3480.8772734528584,OUT027
FDF32,3166.5458795391764,OUT017
FDN31,2700.7869137715875,OUT018
DRM48,765.5148622375218,OUT017
FDN20,2775.5039837737654,OUT049
DRL01,3623.2447469826943,OUT046
FDV56,1913.0969256332844,OUT049
DRH13,3174.456517837273,OUT027
FDA03,2462.1273793855803,OUT017
FDF47,4894.181646105175,OUT027
FDX32,2355.1917781837583,OUT046
FDX57,1735.696890063728,OUT049
NCA30,2873.1188278889927,OUT045
FDO49,974.9194416484168,OUT013
FDL04,-167.8003631315932,OUT019
DRM48,825.1720133676998,OUT035
FDR16,3368.3395710159384,OUT013
NCC19,2710.495468886508,OUT018
NCE42,3570.909648247375,OUT045
FDY24,1090.876839920943,OUT017
FDH19,2878.571304522759,OUT049
FDJ46,2759.400510659257,OUT013
FDN45,1587.324228040089,OUT010
FDY08,2398.7722052657105,OUT035
FDZ37,1626.755755063696,OUT035
NCT30,777.8860070461759,OUT045
DRY23,526.9236785631018,OUT018
NCZ30,1682.233677915404,OUT018
FDC44,1542.3901521750852,OUT018
FDB45,1873.2528661931487,OUT035
FDY04,2669.5588390579,OUT013
FDM27,2525.920354241983,OUT046
FDZ43,3877.3536169435347,OUT017
FDT39,601.4654602955211,OUT019
NCC06,170.06455910456452,OUT019
FDL15,3876.9166421732466,OUT027
FDL57,4122.935497378639,OUT017
FDU08,1628.3466397487941,OUT046
FDK40,4159.584103077231,OUT017
FDQ12,1698.3633906983623,OUT010
FDS48,2506.1876625124246,OUT017
FDP09,3260.859024041076,OUT045
FDW21,1775.0605104626818,OUT049
FDY25,2982.066847586626,OUT035
DRE13,1524.259093100588,OUT017
FDV43,-1076.4292785361306,OUT019
FDD22,1750.7464849776095,OUT045
FDM46,-369.85680089488966,OUT019
NCO30,1013.5279826405359,OUT010
FDM25,2774.9962467294727,OUT046
NCN41,2068.8199825185984,OUT049
FDU24,1486.8750615272186,OUT045
FDZ50,2918.3009902878935,OUT046
FDP45,3979.404265453123,OUT013
NCM54,1947.0108556224407,OUT045
FDW10,870.9125108073147,OUT019
FDP20,2162.7228269136353,OUT017
FDK32,2436.608621104289,OUT046
FDN52,1590.4450480915193,OUT049
FDM58,1787.265202090269,OUT045
FDZ46,3225.571328230758,OUT027
NCA18,1609.5973540141679,OUT018
FDD35,1959.5496418915538,OUT046
NCK31,1027.98559648739,OUT035
FDI40,3105.6181174778935,OUT027
FDT50,-242.2871276325174,OUT019
NCT06,2573.1894956880033,OUT046
FDT31,3112.525075986864,OUT035
FDT45,1049.2944197956774,OUT049
FDT13,2881.6575647022596,OUT045
FDO50,1430.1268058976061,OUT045
NCU18,353.25052309004343,OUT010
NCR54,3114.963374700906,OUT049
NCO18,2528.52466650396,OUT018
FDU09,979.3510785136888,OUT045
FDT13,2683.869470102693,OUT018
FDE09,1833.3059261031508,OUT046
NCK53,-228.1924322797172,OUT019
FDG45,3413.4409530684516,OUT049
DRH15,931.4975713600512,OUT035
FDO21,1680.8301184576683,OUT019
FDD14,4297.979926227337,OUT027
FDC09,1736.236716692563,OUT046
FDH45,2263.6803143405755,OUT027
FDV32,1119.3853350415473,OUT046
FDG12,2099.1132272101113,OUT035
FDS32,2328.784767887078,OUT013
NCL55,3573.0509968817364,OUT018
DRE01,3864.216987483717,OUT035
DRE15,1387.3871486913927,OUT049
NCL42,3736.2243205345767,OUT045
FDP31,1161.9884008858942,OUT013
FDN33,1304.9018318460592,OUT018
FDZ59,2637.58320596271,OUT046
FDE45,931.7170442615123,OUT010
FDJ07,1961.6670586195585,OUT013
FDQ45,2670.282769785313,OUT018
FDM33,4824.039690171041,OUT027
FDO15,-519.8793843700566,OUT010
FDM46,1552.2680968235745,OUT013
FDR03,3190.1469128328367,OUT045
FDY49,2422.854669517219,OUT018
FDQ60,1893.1457125231045,OUT045
FDW10,2873.0294967280424,OUT049
FDO51,966.9287911132556,OUT049
FDJ40,1551.9973485984342,OUT018
FDS20,2597.0807126962864,OUT018
FDU45,1923.327177921353,OUT013
FDV02,2814.697887045015,OUT035
FDN09,3749.9537204915773,OUT046
NCM55,4327.7409433552875,OUT027
FDN23,2074.741018481074,OUT018
FDY31,450.2085101045567,OUT010
FDW03,-72.42038015893979,OUT010
FDD14,2856.44652184919,OUT046
FDV23,2110.067474773323,OUT017
DRI03,2682.7673466244796,OUT045
FDN13,1758.8482051068327,OUT035
FDF45,2527.520464847722,OUT027
FDU46,1659.902434696213,OUT035
FDB57,3617.767588473226,OUT049
FDV12,1780.8452666320325,OUT049
FDQ58,2424.873672245985,OUT013
NCA18,1958.0200842507122,OUT017
FDH52,1217.0359060082644,OUT049
FDM24,2151.712317847278,OUT018
NCP43,4256.692458316627,OUT027
NCO18,906.7840279517691,OUT019
FDM32,1615.195162805004,OUT017
NCL07,801.8355201841116,OUT017
FDK03,3992.6014048678257,OUT013
FDP59,1831.4802249927122,OUT017
FDQ24,3974.604689529106,OUT049
FDQ16,1532.9992584428562,OUT018
FDU44,2626.331934012566,OUT013
FDH28,-1126.97304315518,OUT010
FDV28,-1200.6081058872228,OUT019
FDM22,947.9048317784265,OUT045
FDR56,3097.642099012692,OUT046
FDV39,3183.5460407535547,OUT049
FDU37,-506.2554593686939,OUT019
FDQ11,2181.318352340786,OUT010
FDX02,3412.8624213442718,OUT045
NCS42,1242.997616179016,OUT018
FDY57,3014.8700631256424,OUT027
FDB21,3819.7076389485287,OUT049
FDE28,3682.566788376781,OUT017
FDQ55,1994.7399937775824,OUT017
FDA48,3546.5897334169176,OUT049
FDZ19,2679.175895925469,OUT045
NCC43,3797.533790777965,OUT045
NCV18,1335.361633372746,OUT046
NCA42,2216.5400007928984,OUT018
FDY45,3949.4901743402097,OUT046
NCC30,2735.6455867996447,OUT045
FDM57,1506.897742282381,OUT013
FDL09,774.8499612435274,OUT010
FDB09,3448.755511346431,OUT027
FDT44,2054.2912025825212,OUT035
NCT06,3995.3612520581873,OUT027
FDX26,2976.6025205813753,OUT049
FDK32,2507.8532072315884,OUT013
DRA12,2240.555734008259,OUT046
FDO46,1114.508602715055,OUT010
FDE52,1519.1171949899208,OUT013
NCH42,3497.0430517374753,OUT045
FDV08,911.3748663967739,OUT035
FDB47,3019.274040978589,OUT018
FDC28,-107.0590235902838,OUT010
FDD22,1837.3886828013356,OUT046
FDS07,3271.514234294657,OUT027
DRI13,3300.9525921478025,OUT045
FDG32,3175.4312664499976,OUT018
FDU14,3974.3573738138275,OUT017
FDD28,-863.534347333403,OUT019
NCP41,1880.075809410446,OUT017
FDS08,2867.480820478288,OUT049
FDX47,2491.0961936528697,OUT045
FDC53,-183.0831071017655,OUT019
FDQ19,3925.869967129035,OUT035
FDL14,2453.041745372471,OUT045
FDM33,1545.5297519855555,OUT019
FDA51,1789.4543607980434,OUT045
FDZ27,617.8500868763102,OUT018
FDT04,745.1133388159878,OUT046
DRC13,2123.6492412256866,OUT049
FDR16,4791.908717572183,OUT027
FDQ03,5116.804555195458,OUT027
FDE38,2799.880184558739,OUT035
DRH23,2382.266989079783,OUT027
FDT11,1140.3272218007726,OUT019
FDD09,2973.961183574229,OUT035
FDR40,1369.1912077659679,OUT045
FDX07,3008.136799118479,OUT017
FDR07,1749.151031705262,OUT035
FDA51,1966.6123766137196,OUT017
FDT59,1724.4349580823634,OUT019
FDF20,3170.5039650290378,OUT017
FDR13,1861.1844300352122,OUT045
FDY26,3434.025570751619,OUT049
FDW04,2214.599647174939,OUT017
FDK52,3614.2038185304746,OUT017
FDN60,2589.7378894579,OUT049
FDM09,864.2300017043151,OUT019
FDP46,1549.0845611612801,OUT049
FDB50,-573.1607888004157,OUT019
NCQ29,4059.990354969482,OUT049
FDP16,5234.028163519499,OUT027
FDX33,2308.2185742593506,OUT018
FDP07,1234.3032445054073,OUT010
FDN22,3885.8312434093564,OUT046
FDF39,4192.606425094749,OUT049
FDS21,1225.822937733771,OUT017
NCM42,1771.3912354418535,OUT013
FDK50,718.2668158042641,OUT019
DRF13,3745.244766614627,OUT027
FDH35,2322.921434430208,OUT018
FDP60,1344.2432133872971,OUT018
DRJ49,3490.519599425086,OUT027
NCT42,481.827656732444,OUT019
FDE38,2758.0228647791755,OUT049
FDI04,3254.516982779429,OUT049
NCH54,2418.4230303352324,OUT045
FDT56,1174.1207439467178,OUT049
DRD15,3325.424200341128,OUT018
FDV58,3056.014167390727,OUT013
FDP21,3095.27773426284,OUT049
FDH05,3685.5920097426115,OUT013
FDR10,4000.421786931595,OUT027
NCP06,2297.7530503074254,OUT045
FDF33,1848.1286810770177,OUT049
DRK37,2970.480830915444,OUT013
DRH49,1335.889324476039,OUT045
FDT58,2678.248985761853,OUT013
FDD41,1474.5376143259077,OUT018
FDP40,1584.4571795935963,OUT018
FDM51,3140.7604525666607,OUT027
FDO45,-383.5200273963299,OUT010
FDW33,-154.2869215593849,OUT010
FDY24,924.1579232930413,OUT045
FDB10,1784.705518366438,OUT010
FDM40,2373.1445972061965,OUT035
NCI06,2926.585851253409,OUT017
FDW12,470.42164777404923,OUT019
FDX48,3939.0364796820318,OUT027
NCW05,3127.617466533119,OUT027
FDX27,1696.2833136456209,OUT017
DRM37,3007.075447144704,OUT045
FDA38,3697.2088074053954,OUT045
FDR36,779.8595724241326,OUT046
FDZ45,3104.1287347296243,OUT046
FDG05,2630.618717805762,OUT017
FDK28,4032.139262676021,OUT013
FDV47,1370.888264396381,OUT045
FDN21,2472.439925693682,OUT045
FDP20,3476.469291365364,OUT027
FDI35,2798.1659975007497,OUT045
DRY23,850.0606313851754,OUT013
FDA56,2100.682555182296,OUT017
FDB09,2037.1439408277822,OUT013
NCO26,3296.7394616761985,OUT027
FDQ49,2266.799456013712,OUT018
FDI52,3389.268830759643,OUT027
FDZ44,3343.09408394691,OUT027
FDZ09,2326.2317234354427,OUT018
FDY03,1987.748895858496,OUT049
NCG42,2161.386394321771,OUT017
DRI13,4803.7747188898575,OUT027
FDQ32,2111.8934924948967,OUT013
FDW16,1709.6640867186122,OUT035
FDU27,862.5169781751476,OUT046
FDR28,754.0430750229251,OUT010
FDQ49,675.8180454778957,OUT010
FDS37,1890.9385509839599,OUT046
FDW26,3200.6228038597874,OUT018
FDX12,3504.0454085194374,OUT018
NCP06,2415.6120286331293,OUT013
FDW45,447.83639307993406,OUT010
NCN30,1654.062082813004,OUT049
FDN24,1043.5134498189261,OUT049
NCL41,2055.917474258302,OUT027
FDR02,-54.09338477056326,OUT019
FDD09,967.8574317145157,OUT010
FDS33,-346.76455580313,OUT010
FDU22,1860.8550434922627,OUT045
FDI53,2622.4647137213638,OUT013
DRH01,2840.7666802083486,OUT049
FDX32,2344.996605877653,OUT013
NCP30,465.9369494751344,OUT018
FDB60,3021.0965484658077,OUT045
FDB14,1675.5162447074797,OUT049
NCP02,1149.7455628314428,OUT035
FDJ10,2373.4569262893056,OUT017
FDG34,1841.637516560062,OUT046
NCB18,1552.1957515816805,OUT017
FDM16,1411.379400779767,OUT049
FDW25,1154.0688502612825,OUT018
FDB35,-315.4896270600528,OUT010
DRN11,2267.933005129764,OUT013
FDF41,1947.9874302475944,OUT019
FDH16,1414.617239084282,OUT045
NCQ50,3011.1584550727575,OUT018
DRH23,693.1737780348162,OUT018
DRJ37,2424.4122096420283,OUT013
DRJ24,4296.009560386767,OUT027
FDY16,3040.599045522416,OUT035
FDQ27,1700.2497105442085,OUT045
FDZ33,2286.289807724066,OUT045
FDF29,2103.8001747516546,OUT045
FDA08,2721.8133161172836,OUT049
FDG31,1128.801668217402,OUT046
FDE34,1066.1782164240992,OUT019
NCR30,2652.6205167334792,OUT027
FDV33,4177.029956200872,OUT035
DRZ24,1650.8781180138922,OUT018
NCL54,2810.9084952995095,OUT035
FDR12,2884.070300497177,OUT049
NCC54,3712.623917446775,OUT046
DRN59,856.530667803502,OUT013
FDX50,-66.28745875590675,OUT019
FDV31,4213.840782339434,OUT027
NCA29,4129.577040338581,OUT027
FDW60,2934.901547417038,OUT049
FDX08,2986.151844656001,OUT017
DRD49,3647.374343869554,OUT013
FDD33,3555.067150111599,OUT046
FDW35,844.8717689614402,OUT013
FDJ36,1815.9681130044441,OUT017
FDV51,2783.37698034384,OUT035
FDW36,1741.8530530039166,OUT046
FDH35,2602.9311278690284,OUT046
NCS30,3484.6330032503392,OUT027
FDN49,859.3003793390033,OUT017
FDL08,3530.8929007833353,OUT018
FDI09,3765.984162814071,OUT013
FDP19,1768.5480967437895,OUT018
FDU21,-1183.3534365909277,OUT010
NCP41,1689.404091330155,OUT045
FDY10,1877.8005249683356,OUT013
FDP12,478.8489744726854,OUT018
NCN26,1948.3575469485804,OUT049
FDK44,2764.771677680725,OUT013
FDC28,1868.498710353078,OUT049
FDJ41,5506.050096036326,OUT027
NCT29,2111.7929355963997,OUT035
NCH42,1669.1867966175598,OUT019
FDU60,2410.6135818300895,OUT018
FDS02,2964.8400583555604,OUT045
FDC51,2031.532725750818,OUT046
FDU03,2933.980943942196,OUT013
FDX39,3286.618884397509,OUT045
NCY05,-1195.928905812082,OUT010
NCL06,5411.168849586522,OUT027
FDD32,1536.4190736003227,OUT035
NCN41,1903.4514812666118,OUT045
NCX53,2341.720814018878,OUT049
FDU57,550.9262798622594,OUT019
FDQ23,1713.9832958596726,OUT046
FDQ52,3779.616114711613,OUT045
FDC14,744.9841200615273,OUT045
FDY09,2937.100996359796,OUT035
FDQ28,2462.2785524777655,OUT045
FDV25,3431.973734931054,OUT046
FDJ07,2034.741298496689,OUT035
DRB25,1819.8641992989778,OUT049
FDK52,1607.80881294412,OUT019
FDY52,2530.9618499958447,OUT027
FDB28,3083.8389355652866,OUT046
FDT36,812.7085649432717,OUT035
FDV25,3553.7106319534246,OUT017
NCN07,3508.535365632504,OUT027
FDC57,3179.768883624618,OUT017
FDQ03,3433.782022486711,OUT018
FDU23,2745.5930535227862,OUT017
NCX41,3435.2548539272716,OUT035
NCD06,963.6773106188676,OUT035
FDW08,1645.1142304593227,OUT045
NCU29,2402.0847538806615,OUT017
NCE06,2555.530508592241,OUT013
FDV52,42.80905039322499,OUT010
FDB02,2927.9065577471088,OUT017
NCR18,718.6040403882158,OUT045
FDK16,1648.3596959752845,OUT049
NCQ29,2064.3033912363985,OUT010
FDZ01,-95.49243015079418,OUT019
FDW27,2643.0768285536883,OUT035
FDD17,3430.4553329879527,OUT018
FDW39,2836.6131923241824,OUT013
DRH59,1149.4180822161823,OUT045
FDS52,1730.6869540480998,OUT013
FDU40,4497.142306891739,OUT027
NCF54,2756.864869511254,OUT013
FDH46,1674.636005582962,OUT045
NCP14,1761.9097256465286,OUT049
FDH50,3026.837725958729,OUT049
DRF15,544.9587757178246,OUT010
FDV27,2940.7682905776664,OUT027
NCJ06,2034.2001682741054,OUT049
FDN02,2942.8754056444745,OUT018
FDQ51,983.5764502325396,OUT049
FDQ07,3602.225211657052,OUT017
FDS45,1880.6478637573027,OUT049
NCJ06,1885.1240909930755,OUT045
FDD36,2057.764724229508,OUT035
FDY25,2799.980642998939,OUT045
FDU52,2448.926779076581,OUT046
DRK47,3606.076545798796,OUT017
NCL30,2140.1744811809713,OUT017
FDN22,4043.4789610505727,OUT035
NCF30,3421.171058457943,OUT027
